"variable","median_abundance"
"X20240729_SIA_Batch6_1138_2.raw",24.5489932154553
"X20240721_SIA_Batch2_H5.raw",24.5490465573093
"X20240801_SIA_Batch7_89.raw",24.550121162555
"X20240727_SIA_Batch5_63.raw",24.5502721512862
"X20240803_SIA_Batch8_1081.raw",24.5549216756786
"X20240725_SIA_Batch4_1132.raw",24.5598560950246
"X20240721_SIA_Batch2_28.raw",24.5635142441845
"X20240729_SIA_Batch6_1183.raw",24.5642619012821
"X20240727_SIA_Batch5_1122_2.raw",24.5675125615634
"X20240725_SIA_Batch4_NC15.raw",24.5701564537657
"X20240809_SIA_Batch1_H22.raw",24.5763523157451
"X20240725_SIA_Batch4_NC11.raw",24.5772364320646
"X20240806_SIA_Batch10_1188.raw",24.5837242814589
"X20240729_SIA_Batch6_1039.raw",24.5858066392291
"X20240803_SIA_Batch8_1015.raw",24.5891008050742
"X20240723_SIA_Batch3_1133.raw",24.5924629958041
"X20240723_SIA_Batch3_1014.raw",24.593886091152
"X20240806_SIA_Batch10_1074.raw",24.5942381079685
"X20240727_SIA_Batch5_H20.raw",24.5944295970033
"X20240725_SIA_Batch4_1173.raw",24.5956364306907
"X20240803_SIA_Batch8_56.raw",24.5974276973397
"X20240723_SIA_Batch3_1115.raw",24.598795740991
"X20240806_SIA_Batch10_69.raw",24.6052178576002
"X20240727_SIA_Batch5_31.raw",24.6092236184945
"X20240723_SIA_Batch3_1108_2.raw",24.6093487511681
"X20240721_SIA_Batch2_1165.raw",24.6103776553894
"X20240804_SIA_Batch9_1120_2.raw",24.6175210103315
"X20240721_SIA_Batch2_1153_2.raw",24.6205604981664
"X20240725_SIA_Batch4_1171.raw",24.6233425299817
"X20240723_SIA_Batch3_1072.raw",24.6298558278956
"X20240801_SIA_Batch7_1031.raw",24.633342536092
"X20240803_SIA_Batch8_1057.raw",24.6353017759582
"X20240729_SIA_Batch6_2009_56.raw",24.6382660134043
"X20240809_SIA_Batch1_1137_2.raw",24.6391183774697
"X20240727_SIA_Batch5_1146.raw",24.6413051886254
"X20240727_SIA_Batch5_1012.raw",24.6414255105185
"X20240725_SIA_Batch4_H24.raw",24.6545197446559
"X20240809_SIA_Batch1_H25.raw",24.6546363945138
"X20240809_SIA_Batch1_NC1.raw",24.6620355066599
"X20240801_SIA_Batch7_1147.raw",24.6627036487386
"X20240723_SIA_Batch3_68.raw",24.6668221377237
"X20240804_SIA_Batch9_1024.raw",24.6696808424661
"X20240806_SIA_Batch10_2015_1087.raw",24.6699057314195
"X20240809_SIA_Batch1_1102.raw",24.6703166761892
"X20240723_SIA_Batch3_1143_2.raw",24.6707011959638
"X20240804_SIA_Batch9_96.raw",24.6756877130815
"X20240723_SIA_Batch3_1011.raw",24.6762294495381
"X20240804_SIA_Batch9_1124_2.raw",24.6793044564395
"X20240721_SIA_Batch2_1108.raw",24.6806577639673
"X20240729_SIA_Batch6_22.raw",24.6853647628458
"X20240803_SIA_Batch8_1149.raw",24.6855222751259
"X20240729_SIA_Batch6_1125.raw",24.686993948982
"X20240729_SIA_Batch6_1099.raw",24.6878519530953
"X20240801_SIA_Batch7_1050_2.raw",24.6888650739534
"X20240804_SIA_Batch9_1164.raw",24.6899384668935
"X20240723_SIA_Batch3_1124.raw",24.692686060583
"X20240721_SIA_Batch2_1057.raw",24.6988800977127
"X20240725_SIA_Batch4_1067.raw",24.7004314936427
"X20240725_SIA_Batch4_60.raw",24.7007423975494
"X20240806_SIA_Batch10_1032.raw",24.7065631539151
"X20240801_SIA_Batch7_1078.raw",24.7065668493131
"X20240804_SIA_Batch9_1061.raw",24.7146824957592
"X20240727_SIA_Batch5_1025.raw",24.7164022829344
"X20240801_SIA_Batch7_1118_2.raw",24.719986618477
"X20240725_SIA_Batch4_1131.raw",24.7243393753023
"X20240727_SIA_Batch5_74.raw",24.7244893811879
"X20240727_SIA_Batch5_1120.raw",24.726777355841
"X20240727_SIA_Batch5_1178.raw",24.7284053765936
"X20240721_SIA_Batch2_1172_2.raw",24.7288435666043
"X20240727_SIA_Batch5_1179.raw",24.737235059106
"X20240723_SIA_Batch3_48.raw",24.7381404648675
"X20240721_SIA_Batch2_H26.raw",24.7464717126985
"X20240729_SIA_Batch6_1148_2.raw",24.7469786074921
"X20240721_SIA_Batch2_1070.raw",24.7473738105262
"X20240723_SIA_Batch3_1129_2.raw",24.7490572836221
"X20240729_SIA_Batch6_H23.raw",24.7502203073775
"X20240804_SIA_Batch9_25.raw",24.7509489335278
"X20240725_SIA_Batch4_1153.raw",24.7520884781671
"X20240723_SIA_Batch3_1122.raw",24.7522582064596
"X20240808_SIA_Batch1_1104.raw",24.7532617917803
"X20240725_SIA_Batch4_1084.raw",24.7572261173268
"X20240806_SIA_Batch10_H10.raw",24.7582613433088
"X20240803_SIA_Batch8_H11.raw",24.7584530162124
"X20240729_SIA_Batch6_1158.raw",24.7586122392978
"X20240727_SIA_Batch5_1073.raw",24.7592643312123
"X20240727_SIA_Batch5_1125_2.raw",24.7593012531716
"X20240725_SIA_Batch4_17.raw",24.7622181819995
"X20240804_SIA_Batch9_1116_2.raw",24.7647504749477
"X20240804_SIA_Batch9_1063.raw",24.771749593004
"X20240809_SIA_Batch1_2015_77.raw",24.7733826726631
"X20240804_SIA_Batch9_30.raw",24.773437952837
"X20240808_SIA_Batch1_1016.raw",24.775799324669
"X20240801_SIA_Batch7_1004.raw",24.7797731293713
"X20240808_SIA_Batch1_2012_7.raw",24.7822784941847
"X20240727_SIA_Batch5_1127.raw",24.7870932697764
"X20240721_SIA_Batch2_1049.raw",24.7890992763264
"X20240806_SIA_Batch10_1113_2.raw",24.7902195422
"X20240723_SIA_Batch3_1172.raw",24.7979259098725
"X20240721_SIA_Batch2_1156.raw",24.8067242108052
"X20240727_SIA_Batch5_1149_2.raw",24.8111615750756
"X20240725_SIA_Batch4_1139.raw",24.8128577415413
"X20240803_SIA_Batch8_1091.raw",24.8173158417548
"X20240725_SIA_Batch4_20.raw",24.8177894119696
"X20240804_SIA_Batch9_1138.raw",24.8234273495323
"X20240801_SIA_Batch7_1097.raw",24.8262329633302
"X20240804_SIA_Batch9_1029.raw",24.8263953597528
"X20240808_SIA_Batch1_1109_2.raw",24.8311437970935
"X20240801_SIA_Batch7_1094.raw",24.835912908346
"X20240729_SIA_Batch6_H9.raw",24.8412792479583
"X20240725_SIA_Batch4_1136_2.raw",24.8468616530285
"X20240801_SIA_Batch7_1054.raw",24.8475065723604
"X20240729_SIA_Batch6_1167.raw",24.8501178625095
"X20240804_SIA_Batch9_1059.raw",24.8504369697685
"X20240723_SIA_Batch3_1117.raw",24.8505454650292
"X20240809_SIA_Batch1_24.raw",24.8530162006578
"X20240721_SIA_Batch2_1110.raw",24.8544873362332
"X20240804_SIA_Batch9_1152_2.raw",24.8552203458852
"X20240809_SIA_Batch1_1116.raw",24.8561089048658
"X20240727_SIA_Batch5_H3.raw",24.8668427849902
"X20240804_SIA_Batch9_15.raw",24.8800781345024
"X20240721_SIA_Batch2_1039_2.raw",24.8814897483376
"X20240727_SIA_Batch5_2003_16.raw",24.8931379774968
"X20240723_SIA_Batch3_1107.raw",24.8956569161782
"X20240804_SIA_Batch9_1001.raw",24.8965828500082
"X20240801_SIA_Batch7_NC20.raw",24.9008690019884
"X20240806_SIA_Batch10_1152.raw",24.9051267557198
"X20240806_SIA_Batch10_1140.raw",24.9076006165685
"X20240727_SIA_Batch5_1166.raw",24.9085431381509
"X20240809_SIA_Batch1_1184.raw",24.9094837520202
"X20240721_SIA_Batch2_1170.raw",24.9136303156066
"X20240727_SIA_Batch5_1160.raw",24.918587471051
"X20240725_SIA_Batch4_1151_2.raw",24.9195348400456
"X20240801_SIA_Batch7_1105_2.raw",24.9237767618078
"X20240725_SIA_Batch4_1148.raw",24.9296041402357
"X20240725_SIA_Batch4_1185.raw",24.930380760045
"X20240727_SIA_Batch5_1076.raw",24.9327655361242
"X20240721_SIA_Batch2_1100.raw",24.9333291339497
"X20240723_SIA_Batch3_1033.raw",24.9394568358254
"X20240721_SIA_Batch2_1052.raw",24.9449680196106
"X20240801_SIA_Batch7_1169.raw",24.951239946695
"X20240801_SIA_Batch7_1060.raw",24.9553208174237
"X20240725_SIA_Batch4_1160_2.raw",24.9618571130241
"X20240803_SIA_Batch8_1115_2.raw",24.9622786342405
"X20240721_SIA_Batch2_1053.raw",24.9673714712177
"X20240725_SIA_Batch4_1106.raw",24.9728658540171
"X20240725_SIA_Batch4_2006_95.raw",24.9781895631337
"X20240725_SIA_Batch4_1055.raw",25.002472337089
"X20240806_SIA_Batch10_1064.raw",25.0076443619058
"X20240804_SIA_Batch9_1096.raw",25.0093840742405
"X20240809_SIA_Batch1_1101.raw",25.0349481419738
"X20240725_SIA_Batch4_1105.raw",25.0390761708322
"X20240809_SIA_Batch1_1009.raw",25.045713777439
"X20240806_SIA_Batch10_2017_9.raw",25.0460370108401
"X20240801_SIA_Batch7_H19.raw",25.0560513510433
"X20240721_SIA_Batch2_1181.raw",25.0624808573329
"X20240729_SIA_Batch6_1141_2.raw",25.0647874884103
"X20240801_SIA_Batch7_1043.raw",25.0653331246237
"X20240721_SIA_Batch2_1106_2.raw",25.0832530996514
"X20240806_SIA_Batch10_1017.raw",25.0851896870164
"X20240808_SIA_Batch1_50.raw",25.0874742576159
"X20240725_SIA_Batch4_1169_2.raw",25.095037506668
"X20240801_SIA_Batch7_2019_61.raw",25.1638511465654
"X20240806_SIA_Batch10_1126_2.raw",25.1809914798169
"X20240721_SIA_Batch2_1071.raw",25.1881816759466
"X20240806_SIA_Batch10_1107_2.raw",25.1894175986395
"X20240723_SIA_Batch3_1040_2.raw",25.2158572871785
"X20240729_SIA_Batch6_1129.raw",25.2188137092686
"X20240727_SIA_Batch5_1007.raw",25.2817028233269
"X20240725_SIA_Batch4_H1.raw",25.3084351698602
"X20240725_SIA_Batch4_1005.raw",25.3835187564532
"X20240727_SIA_Batch5_2008_53.raw",25.3961068807643
"X20240809_SIA_Batch1_1048.raw",25.4213036543457
