"variable","median_abundance"
"X20240727_SIA_Batch5_1.raw",23.6463644906839
"X20240809_SIA_Batch1_1126.raw",23.6525951764504
"X20240806_SIA_Batch10_1162_2.raw",23.6529979133522
"X20240729_SIA_Batch6_8.raw",23.656803003831
"X20240727_SIA_Batch5_1112.raw",23.658011320389
"X20240803_SIA_Batch8_2013_24.raw",23.6591696601406
"X20240809_SIA_Batch1_H21.raw",23.6631304014469
"X20240727_SIA_Batch5_1047.raw",23.6718290966419
"X20240804_SIA_Batch9_1174.raw",23.6767902104633
"X20240803_SIA_Batch8_11.raw",23.6770345551086
"X20240804_SIA_Batch9_61.raw",23.6779773008776
"X20240727_SIA_Batch5_4.raw",23.6802627202452
"X20240808_SIA_Batch1_1041.raw",23.6866224181436
"X20240804_SIA_Batch9_1044.raw",23.6928114668031
"X20240727_SIA_Batch5_80.raw",23.695467885598
"X20240801_SIA_Batch7_1168.raw",23.6967380994105
"X20240803_SIA_Batch8_1121.raw",23.7055010395259
"X20240804_SIA_Batch9_1028.raw",23.7088479238858
"X20240801_SIA_Batch7_32.raw",23.7095054948126
"X20240723_SIA_Batch3_1161.raw",23.7101220795301
"X20240801_SIA_Batch7_76.raw",23.7101341439113
"X20240809_SIA_Batch1_1003.raw",23.7142995439676
"X20240804_SIA_Batch9_H18.raw",23.7213554866268
"X20240809_SIA_Batch1_1162.raw",23.7265417431718
"X20240727_SIA_Batch5_1145.raw",23.72722947019
"X20240721_SIA_Batch2_1010.raw",23.7283501402857
"X20240806_SIA_Batch10_55.raw",23.7433494483669
"X20240801_SIA_Batch7_21.raw",23.7470485349445
"X20240801_SIA_Batch7_1142_2.raw",23.7502342621132
"X20240804_SIA_Batch9_1155.raw",23.7515324693574
"X20240806_SIA_Batch10_1118.raw",23.7521664665963
"X20240808_SIA_Batch1_92.raw",23.7523862046715
"X20240801_SIA_Batch7_1154.raw",23.7575789210748
"X20240803_SIA_Batch8_1079.raw",23.7673129090836
"X20240806_SIA_Batch10_H15.raw",23.7686467740968
"X20240723_SIA_Batch3_72.raw",23.7687636596727
"X20240803_SIA_Batch8_H6.raw",23.7688084648698
"X20240803_SIA_Batch8_1114.raw",23.7764465143621
"X20240729_SIA_Batch6_1128.raw",23.7819496659377
"X20240801_SIA_Batch7_1180.raw",23.7824286320912
"X20240806_SIA_Batch10_1117_2.raw",23.7843096420497
"X20240803_SIA_Batch8_H14.raw",23.7906297413695
"X20240803_SIA_Batch8_1109.raw",23.7914892544325
"X20240721_SIA_Batch2_NC14.raw",23.7955039774338
"X20240803_SIA_Batch8_1128_2.raw",23.7979905194997
"X20240723_SIA_Batch3_14.raw",23.7980177783042
"X20240721_SIA_Batch2_H2.raw",23.7984543260933
"X20240723_SIA_Batch3_1119_2.raw",23.8009127366267
"X20240729_SIA_Batch6_1135_2.raw",23.8022630357832
"X20240806_SIA_Batch10_70.raw",23.8134461906179
"X20240809_SIA_Batch1_1069.raw",23.8178548157012
"X20240809_SIA_Batch1_1145_2.raw",23.8183492540476
"X20240803_SIA_Batch8_56.raw",23.8240089965866
"X20240727_SIA_Batch5_63.raw",23.8311631564014
"X20240803_SIA_Batch8_1035.raw",23.8348271981578
"X20240727_SIA_Batch5_1089.raw",23.8351059244754
"X20240808_SIA_Batch1_NC16.raw",23.8384305367498
"X20240721_SIA_Batch2_1144.raw",23.8385498562268
"X20240721_SIA_Batch2_1164_2.raw",23.8400875332309
"X20240806_SIA_Batch10_1159.raw",23.8463943429347
"X20240727_SIA_Batch5_1046.raw",23.8470670007614
"X20240723_SIA_Batch3_2018_67.raw",23.8473114508974
"X20240729_SIA_Batch6_1150.raw",23.8544761021269
"X20240806_SIA_Batch10_1074.raw",23.8551890203581
"X20240806_SIA_Batch10_77.raw",23.8571167131015
"X20240723_SIA_Batch3_1143.raw",23.857973796863
"X20240725_SIA_Batch4_1171.raw",23.866609271905
"X20240723_SIA_Batch3_H12.raw",23.868506451242
"X20240727_SIA_Batch5_1144_2.raw",23.8701792121029
"X20240729_SIA_Batch6_1110_2.raw",23.8718028856315
"X20240729_SIA_Batch6_1125.raw",23.8726977375005
"X20240801_SIA_Batch7_89.raw",23.8762083403335
"X20240723_SIA_Batch3_1098.raw",23.883991593542
"X20240725_SIA_Batch4_NC15.raw",23.8849281637197
"X20240803_SIA_Batch8_1015.raw",23.8910687539797
"X20240803_SIA_Batch8_1081.raw",23.8940359161825
"X20240809_SIA_Batch1_H25.raw",23.8999185636376
"X20240806_SIA_Batch10_1092.raw",23.8999263545252
"X20240804_SIA_Batch9_1058.raw",23.9004158525517
"X20240729_SIA_Batch6_1138_2.raw",23.903359497192
"X20240809_SIA_Batch1_1137_2.raw",23.9050850893525
"X20240809_SIA_Batch1_1062.raw",23.9086262953848
"X20240723_SIA_Batch3_1115.raw",23.9132811211532
"X20240809_SIA_Batch1_H22.raw",23.9149580058005
"X20240721_SIA_Batch2_H5.raw",23.9151349469556
"X20240721_SIA_Batch2_28.raw",23.9152205959387
"X20240729_SIA_Batch6_1039.raw",23.9190157940107
"X20240729_SIA_Batch6_1183.raw",23.9193401620961
"X20240804_SIA_Batch9_1163.raw",23.92095200795
"X20240723_SIA_Batch3_1133.raw",23.9213768042102
"X20240804_SIA_Batch9_1120_2.raw",23.9250499333573
"X20240723_SIA_Batch3_1014.raw",23.9277036967909
"X20240725_SIA_Batch4_H24.raw",23.9341265455561
"X20240727_SIA_Batch5_1122_2.raw",23.9345911821644
"X20240729_SIA_Batch6_1008.raw",23.9353655435656
"X20240806_SIA_Batch10_1188.raw",23.9372903943265
"X20240806_SIA_Batch10_69.raw",23.947100958784
"X20240809_SIA_Batch1_1102.raw",23.9508469183738
"X20240725_SIA_Batch4_NC11.raw",23.9509835000411
"X20240721_SIA_Batch2_1165.raw",23.9526162630822
"X20240803_SIA_Batch8_1057.raw",23.9538323598739
"X20240806_SIA_Batch10_2015_1087.raw",23.9539923127947
"X20240727_SIA_Batch5_H20.raw",23.9569068744234
"X20240727_SIA_Batch5_1146.raw",23.957602969869
"X20240809_SIA_Batch1_2015_77.raw",23.9739320112598
"X20240721_SIA_Batch2_1153_2.raw",23.9799935419041
"X20240729_SIA_Batch6_1099.raw",23.9841858087069
"X20240801_SIA_Batch7_1050_2.raw",23.9851724430245
"X20240803_SIA_Batch8_1149.raw",23.989014636505
"X20240725_SIA_Batch4_1132.raw",23.9893089180137
"X20240804_SIA_Batch9_1124_2.raw",23.9905971184445
"X20240723_SIA_Batch3_1108_2.raw",23.9909367932596
"X20240729_SIA_Batch6_2009_56.raw",23.9932859267111
"X20240808_SIA_Batch1_1109_2.raw",23.9953326514568
"X20240723_SIA_Batch3_1011.raw",23.9954208737966
"X20240801_SIA_Batch7_1031.raw",23.9962232117281
"X20240729_SIA_Batch6_H23.raw",23.9985223109386
"X20240727_SIA_Batch5_31.raw",24.0007927391355
"X20240808_SIA_Batch1_1104.raw",24.003999767905
"X20240729_SIA_Batch6_22.raw",24.0056304600872
"X20240723_SIA_Batch3_68.raw",24.0066704991334
"X20240727_SIA_Batch5_1012.raw",24.0078245659224
"X20240801_SIA_Batch7_1147.raw",24.0109356089163
"X20240806_SIA_Batch10_H10.raw",24.0158950235787
"X20240804_SIA_Batch9_1138.raw",24.0161830795692
"X20240721_SIA_Batch2_H26.raw",24.0210857356823
"X20240809_SIA_Batch1_NC1.raw",24.0212699006704
"X20240725_SIA_Batch4_1173.raw",24.0324379635474
"X20240723_SIA_Batch3_1072.raw",24.0335785536673
"X20240808_SIA_Batch1_2012_7.raw",24.0339127946373
"X20240721_SIA_Batch2_1057.raw",24.0372223176032
"X20240808_SIA_Batch1_1016.raw",24.0387888736479
"X20240806_SIA_Batch10_1032.raw",24.0458024749339
"X20240806_SIA_Batch10_1113_2.raw",24.0462351160036
"X20240723_SIA_Batch3_1124.raw",24.0481721649496
"X20240723_SIA_Batch3_1143_2.raw",24.0497069347933
"X20240801_SIA_Batch7_1078.raw",24.056273838892
"X20240801_SIA_Batch7_1118_2.raw",24.0576207854583
"X20240806_SIA_Batch10_1140.raw",24.0582257715447
"X20240721_SIA_Batch2_1108.raw",24.0604167278496
"X20240801_SIA_Batch7_1097.raw",24.0625386174271
"X20240721_SIA_Batch2_1172_2.raw",24.0689332913441
"X20240727_SIA_Batch5_1120.raw",24.0712758989348
"X20240804_SIA_Batch9_1024.raw",24.0728286079739
"X20240723_SIA_Batch3_48.raw",24.0790796481023
"X20240727_SIA_Batch5_1025.raw",24.080908799599
"X20240727_SIA_Batch5_1125_2.raw",24.0812072745194
"X20240725_SIA_Batch4_60.raw",24.0819929001412
"X20240725_SIA_Batch4_1131.raw",24.0827501644021
"X20240803_SIA_Batch8_H11.raw",24.0848129432176
"X20240804_SIA_Batch9_1164.raw",24.0856965308914
"X20240801_SIA_Batch7_1004.raw",24.0880105115629
"X20240804_SIA_Batch9_1061.raw",24.0886605920865
"X20240727_SIA_Batch5_1073.raw",24.0891088780827
"X20240727_SIA_Batch5_1178.raw",24.0898705799101
"X20240721_SIA_Batch2_1049.raw",24.0908552877311
"X20240727_SIA_Batch5_1127.raw",24.0909289428498
"X20240804_SIA_Batch9_30.raw",24.0938846646155
"X20240725_SIA_Batch4_1153.raw",24.0966703965063
"X20240803_SIA_Batch8_1091.raw",24.1029906293088
"X20240809_SIA_Batch1_1116.raw",24.1148151730375
"X20240729_SIA_Batch6_1158.raw",24.1164786973058
"X20240721_SIA_Batch2_1156.raw",24.1170827676654
"X20240801_SIA_Batch7_1094.raw",24.1210844610841
"X20240727_SIA_Batch5_1179.raw",24.122620661558
"X20240725_SIA_Batch4_1084.raw",24.1230734896216
"X20240723_SIA_Batch3_1129_2.raw",24.1239575335504
"X20240809_SIA_Batch1_24.raw",24.130356134515
"X20240804_SIA_Batch9_96.raw",24.1307412528306
"X20240804_SIA_Batch9_1116_2.raw",24.1317458059773
"X20240725_SIA_Batch4_1067.raw",24.1323812274554
"X20240725_SIA_Batch4_20.raw",24.135591423659
"X20240804_SIA_Batch9_1029.raw",24.139772813177
"X20240804_SIA_Batch9_1059.raw",24.1399013107992
"X20240725_SIA_Batch4_17.raw",24.1447013044882
"X20240727_SIA_Batch5_H3.raw",24.1451325026345
"X20240721_SIA_Batch2_1053.raw",24.1474480160577
"X20240727_SIA_Batch5_1149_2.raw",24.1485252834796
"X20240729_SIA_Batch6_1167.raw",24.1488168642281
"X20240804_SIA_Batch9_25.raw",24.1563770759468
"X20240729_SIA_Batch6_H9.raw",24.1602382352551
"X20240727_SIA_Batch5_74.raw",24.163821100086
"X20240725_SIA_Batch4_1139.raw",24.1688995092387
"X20240727_SIA_Batch5_2003_16.raw",24.1703157938531
"X20240801_SIA_Batch7_NC20.raw",24.178014468871
"X20240723_SIA_Batch3_1117.raw",24.1827145302796
"X20240723_SIA_Batch3_1122.raw",24.1882522011816
"X20240801_SIA_Batch7_1054.raw",24.1935708047937
"X20240801_SIA_Batch7_1169.raw",24.1950807123532
"X20240809_SIA_Batch1_1184.raw",24.1954506499866
"X20240723_SIA_Batch3_1172.raw",24.1959440547668
"X20240804_SIA_Batch9_1152_2.raw",24.1996560482941
"X20240809_SIA_Batch1_1101.raw",24.201338164031
"X20240804_SIA_Batch9_1063.raw",24.2047476277339
"X20240721_SIA_Batch2_1039_2.raw",24.2123756418749
"X20240721_SIA_Batch2_1070.raw",24.2153984722352
"X20240729_SIA_Batch6_1148_2.raw",24.2181426597675
"X20240804_SIA_Batch9_1001.raw",24.2258749934822
"X20240721_SIA_Batch2_1052.raw",24.227510834782
"X20240806_SIA_Batch10_1152.raw",24.2323367875839
"X20240803_SIA_Batch8_1115_2.raw",24.2392816203589
"X20240723_SIA_Batch3_1033.raw",24.2443853871725
"X20240804_SIA_Batch9_1096.raw",24.2457563578571
"X20240725_SIA_Batch4_1055.raw",24.2477629835873
"X20240721_SIA_Batch2_1110.raw",24.2502803567215
"X20240721_SIA_Batch2_1170.raw",24.2515920459397
"X20240725_SIA_Batch4_2006_95.raw",24.253856014326
"X20240725_SIA_Batch4_1136_2.raw",24.2805894523045
"X20240727_SIA_Batch5_1160.raw",24.2850326435921
"X20240725_SIA_Batch4_1185.raw",24.2870981565868
"X20240806_SIA_Batch10_2017_9.raw",24.28792193042
"X20240727_SIA_Batch5_1076.raw",24.2984030529241
"X20240721_SIA_Batch2_1100.raw",24.3003122894321
"X20240725_SIA_Batch4_1151_2.raw",24.3021978039598
"X20240801_SIA_Batch7_1060.raw",24.3024721479654
"X20240723_SIA_Batch3_1107.raw",24.3123856968954
"X20240725_SIA_Batch4_1160_2.raw",24.3181139383947
"X20240806_SIA_Batch10_1017.raw",24.3237630388195
"X20240804_SIA_Batch9_15.raw",24.324714747503
"X20240727_SIA_Batch5_1166.raw",24.3264994768528
"X20240729_SIA_Batch6_1141_2.raw",24.3436262014718
"X20240806_SIA_Batch10_1064.raw",24.3481995394201
"X20240725_SIA_Batch4_1148.raw",24.3511716609815
"X20240725_SIA_Batch4_1106.raw",24.3552464936691
"X20240801_SIA_Batch7_1105_2.raw",24.3683047876437
"X20240721_SIA_Batch2_1181.raw",24.3750011534524
"X20240801_SIA_Batch7_H19.raw",24.381839711988
"X20240801_SIA_Batch7_1043.raw",24.3903070033121
"X20240809_SIA_Batch1_1009.raw",24.3970127112765
"X20240808_SIA_Batch1_50.raw",24.4288709452128
"X20240725_SIA_Batch4_1105.raw",24.4513390843969
"X20240806_SIA_Batch10_1107_2.raw",24.4540297514952
"X20240801_SIA_Batch7_2019_61.raw",24.4571989907634
"X20240721_SIA_Batch2_1071.raw",24.4626529562929
"X20240721_SIA_Batch2_1106_2.raw",24.4644006776375
"X20240723_SIA_Batch3_1040_2.raw",24.4672160847391
"X20240806_SIA_Batch10_1126_2.raw",24.4695164283232
"X20240725_SIA_Batch4_1169_2.raw",24.4860537971799
"X20240727_SIA_Batch5_1007.raw",24.5577828442634
"X20240729_SIA_Batch6_1129.raw",24.6267612384861
"X20240725_SIA_Batch4_1005.raw",24.6333422554395
"X20240725_SIA_Batch4_H1.raw",24.6388995585372
"X20240809_SIA_Batch1_1048.raw",24.6436909122214
"X20240727_SIA_Batch5_2008_53.raw",24.6870512729082
